Reaction,Comp2GPR rules,yeast9 rules,Exact Match
r_2276,YKR009C,YKR009C,True
r_2277,YKR009C,YKR009C,True
r_2278,YKR009C,YKR009C,True
r_2279,YKR009C,YKR009C,True
r_2280,YKR009C,YKR009C,True
r_2281,YKR009C,YKR009C,True
r_2282,YKR009C,YKR009C,True
r_2283,YIL160C,YIL160C,True
r_2284,YIL160C,YIL160C,True
r_2285,YIL160C,YIL160C,True
r_2286,YIL160C,YIL160C,True
r_2287,YIL160C,YIL160C,True
r_2288,YIL160C,YIL160C,True
r_2289,YIL160C,YIL160C,True
r_2290,YIL160C,YIL160C,True
r_2291,YIL160C,YIL160C,True
r_2292,YIL160C,YIL160C,True
r_2293,YIL160C,YIL160C,True
r_2294,YIL160C,YIL160C,True
r_2295,YLR284C,YLR284C,True
r_2296,YLR284C,YLR284C,True
r_2297,YLR284C,YLR284C,True
r_2298,YLR284C,YLR284C,True
r_2299,YLR284C,YLR284C,True
r_2300,YLR284C,YLR284C,True
r_2301,YOR180C,YOR180C,True
r_2302,YOR180C,YOR180C,True
r_2303,YNL202W,YNL202W,True
r_2304,YNL202W,YNL202W,True
r_2305,YLR304C,YLR304C,True
r_2308,YBL011W or YKR067W,YBL011W or YKR067W,True
r_2309,YBL011W or YKR067W,YBL011W or YKR067W,True
r_2310,YKR067W,YKR067W,True
r_2311,YKR067W,YKR067W,True
r_2312,YBL011W or YKR067W,YBL011W or YKR067W,True
r_2313,YBL011W or YKR067W,YBL011W or YKR067W,True
r_2314,YKR067W,YKR067W,True
r_2315,YKR067W,YKR067W,True
r_2316,YKR067W,YKR067W,True
r_2317,YKR067W,YKR067W,True
r_2318,YKR067W,YKR067W,True
r_2319,YKR067W,YKR067W,True
r_2320,YKR067W,YKR067W,True
r_2321,YKR067W,YKR067W,True
r_2322,YKR067W,YKR067W,True
r_2323,YKR067W,YKR067W,True
r_2324,YIL124W,YIL124W,True
r_2325,YIL124W,YIL124W,True
r_2326,YIL124W,YIL124W,True
r_2327,YIL124W,YIL124W,True
r_2328,YIL124W,YIL124W,True
r_2329,YIL124W,YIL124W,True
r_2330,YIL124W,YIL124W,True
r_2331,YIL124W,YIL124W,True
r_2332,YOR175C,YOR175C,True
r_2333,YDL052C or YOR175C,YDL052C or YOR175C,True
r_2334,YOR175C,YOR175C,True
r_2335,YDL052C or YOR175C,YDL052C or YOR175C,True
r_2336,YOR175C,YOR175C,True
r_2337,YDL052C or YOR175C,YDL052C or YOR175C,True
r_2338,YOR175C,YOR175C,True
r_2339,YDL052C or YOR175C,YDL052C or YOR175C,True
r_2340,YDL052C or YKR089C or YOR081C,YDL052C or YKR089C or YOR081C,True
r_2341,YDL052C or YKR089C or YOR081C,YDL052C or YKR089C or YOR081C,True
r_2342,YDL052C or YKR089C or YOR081C,YDL052C or YKR089C or YOR081C,True
r_2343,YDL052C or YKR089C or YOR081C,YDL052C or YKR089C or YOR081C,True
r_2344,YMR165C,YMR165C,True
r_2345,YMR165C,YMR165C,True
r_2346,YMR165C,YMR165C,True
r_2347,YMR165C,YMR165C,True
r_2348,YMR165C,YMR165C,True
r_2349,YMR165C,YMR165C,True
r_2350,YMR165C,YMR165C,True
r_2351,YMR165C,YMR165C,True
r_2352,YDR284C,YDR284C,True
r_2353,YDR284C,YDR284C,True
r_2354,YDR284C,YDR284C,True
r_2355,YDR284C,YDR284C,True
r_2356,YDR284C,YDR284C,True
r_2357,YDR284C,YDR284C,True
r_2358,YDR284C,YDR284C,True
r_2359,YDR284C,YDR284C,True
r_2360,YDR503C,YDR503C,True
r_2361,YDR503C,YDR503C,True
r_2362,YDR503C,YDR503C,True
r_2363,YDR503C,YDR503C,True
r_2364,YDR503C,YDR503C,True
r_2365,YDR503C,YDR503C,True
r_2366,YDR503C,YDR503C,True
r_2367,YDR503C,YDR503C,True
r_2368,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2369,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2370,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2371,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2372,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2373,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2374,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2375,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2376,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2377,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2378,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2379,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2380,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2381,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2382,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2383,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2384,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2385,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2386,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2387,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2388,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2389,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2390,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2391,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2392,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2393,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2394,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2395,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2396,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2397,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2398,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2399,YCR048W or YNR019W or YOR245C,YCR048W or YNR019W or YOR245C,True
r_2400,YOR245C,YOR245C,True
r_2401,YOR245C,YOR245C,True
r_2402,YOR245C,YOR245C,True
r_2403,YOR245C,YOR245C,True
r_2404,YOR245C,YOR245C,True
r_2405,YOR245C,YOR245C,True
r_2406,YOR245C,YOR245C,True
r_2407,YOR245C,YOR245C,True
r_2408,YOR245C,YOR245C,True
r_2409,YOR245C,YOR245C,True
r_2410,YOR245C,YOR245C,True
r_2411,YOR245C,YOR245C,True
r_2412,YOR245C,YOR245C,True
r_2413,YOR245C,YOR245C,True
r_2414,YOR245C,YOR245C,True
r_2415,YOR245C,YOR245C,True
r_2416,YOR245C,YOR245C,True
r_2417,YOR245C,YOR245C,True
r_2418,YOR245C,YOR245C,True
r_2419,YOR245C,YOR245C,True
r_2420,YOR245C,YOR245C,True
r_2421,YOR245C,YOR245C,True
r_2422,YOR245C,YOR245C,True
r_2423,YOR245C,YOR245C,True
r_2424,YOR245C,YOR245C,True
r_2425,YOR245C,YOR245C,True
r_2426,YOR245C,YOR245C,True
r_2427,YOR245C,YOR245C,True
r_2428,YOR245C,YOR245C,True
r_2429,YOR245C,YOR245C,True
r_2430,YOR245C,YOR245C,True
r_2431,YOR245C,YOR245C,True
r_2432,YBR029C,YBR029C,True
r_2433,YBR029C,YBR029C,True
r_2434,YBR029C,YBR029C,True
r_2435,YBR029C,YBR029C,True
r_2436,YBR029C,YBR029C,True
r_2437,YBR029C,YBR029C,True
r_2438,YBR029C,YBR029C,True
r_2439,YBR029C,YBR029C,True
r_2440,YBR029C,YBR029C,True
r_2441,YBR029C,YBR029C,True
r_2442,YBR029C,YBR029C,True
r_2443,YBR029C,YBR029C,True
r_2444,YBR029C,YBR029C,True
r_2445,YBR029C,YBR029C,True
r_2446,YER026C,YER026C,True
r_2447,YER026C,YER026C,True
r_2448,YER026C,YER026C,True
r_2449,YER026C,YER026C,True
r_2450,YER026C,YER026C,True
r_2451,YER026C,YER026C,True
r_2452,YER026C,YER026C,True
r_2453,YER026C,YER026C,True
r_2454,YPR113W,YPR113W,True
r_2455,YPR113W,YPR113W,True
r_2456,YPR113W,YPR113W,True
r_2457,YPR113W,YPR113W,True
r_2458,YPR113W,YPR113W,True
r_2459,YPR113W,YPR113W,True
r_2460,YPR113W,YPR113W,True
r_2461,YPR113W,YPR113W,True
r_2462,YBR042C,YBR042C,True
r_2463,YBR042C,YBR042C,True
r_2464,YNL169C,YNL169C,True
r_2465,YNL169C,YNL169C,True
r_2466,YNL169C,YNL169C,True
r_2467,YNL169C,YNL169C,True
r_2468,YNL169C,YNL169C,True
r_2469,YNL169C,YNL169C,True
r_2470,YNL169C,YNL169C,True
r_2471,YNL169C,YNL169C,True
r_2472,YGR170W,YGR170W,True
r_2473,YGR170W,YGR170W,True
r_2474,YGR170W,YGR170W,True
r_2475,YGR170W,YGR170W,True
r_2476,YGR170W,YGR170W,True
r_2477,YGR170W,YGR170W,True
r_2478,YGR170W,YGR170W,True
r_2479,YGR170W,YGR170W,True
r_2480,YGR170W,YGR170W,True
r_2481,YGR170W,YGR170W,True
r_2482,YGR170W,YGR170W,True
r_2483,YGR170W,YGR170W,True
r_2484,YGR170W,YGR170W,True
r_2485,YGR170W,YGR170W,True
r_2486,YGR170W,YGR170W,True
r_2487,YGR170W,YGR170W,True
r_2488,YGR157W,YGR157W,True
r_2489,YGR157W,YGR157W,True
r_2490,YGR157W,YGR157W,True
r_2491,YGR157W,YGR157W,True
r_2492,YGR157W,YGR157W,True
r_2493,YGR157W,YGR157W,True
r_2494,YGR157W,YGR157W,True
r_2495,YGR157W,YGR157W,True
r_2496,YJR073C,YJR073C,True
r_2497,YJR073C,YJR073C,True
r_2498,YJR073C,YJR073C,True
r_2499,YJR073C,YJR073C,True
r_2500,YJR073C,YJR073C,True
r_2501,YJR073C,YJR073C,True
r_2502,YJR073C,YJR073C,True
r_2503,YJR073C,YJR073C,True
r_2504,YJR073C,YJR073C,True
r_2505,YJR073C,YJR073C,True
r_2506,YJR073C,YJR073C,True
r_2507,YJR073C,YJR073C,True
r_2508,YJR073C,YJR073C,True
r_2509,YJR073C,YJR073C,True
r_2510,YJR073C,YJR073C,True
r_2511,YJR073C,YJR073C,True
r_2512,YOR311C,YOR311C,True
r_2513,YOR311C,YOR311C,True
r_2514,YOR311C,YOR311C,True
r_2515,YOR311C,YOR311C,True
r_2516,YOR311C,YOR311C,True
r_2517,YOR311C,YOR311C,True
r_2518,YOR311C,YOR311C,True
r_2519,YOR311C,YOR311C,True
r_2520,YHR123W,YHR123W,True
r_2521,YHR123W,YHR123W,True
r_2522,YHR123W,YHR123W,True
r_2523,YHR123W,YHR123W,True
r_2524,YHR123W,YHR123W,True
r_2525,YHR123W,YHR123W,True
r_2526,YHR123W,YHR123W,True
r_2527,YHR123W,YHR123W,True
r_2528,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2529,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2530,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2531,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2532,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2533,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2534,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2535,YHR123W or YNL130C,YHR123W or YNL130C,True
r_2536,YCL004W,YCL004W,True
r_2537,YCL004W,YCL004W,True
r_2538,YCL004W,YCL004W,True
r_2539,YCL004W,YCL004W,True
r_2540,YCL004W,YCL004W,True
r_2541,YCL004W,YCL004W,True
r_2542,YHR100C,YHR100C,True
r_2543,YHR100C,YHR100C,True
r_2544,YHR100C,YHR100C,True
r_2545,YHR100C,YHR100C,True
r_2546,YHR100C,YHR100C,True
r_2547,YHR100C,YHR100C,True
r_2548,YDL142C,YDL142C,True
r_2549,YDL142C,YDL142C,True
r_2550,YDL142C,YDL142C,True
r_2551,YDL142C,YDL142C,True
r_2552,YDL142C,YDL142C,True
r_2553,YDL142C,YDL142C,True
r_2554,YDL142C,YDL142C,True
r_2555,YDL142C,YDL142C,True
r_2556,YDL142C,YDL142C,True
r_2557,YDL142C,YDL142C,True
r_2558,YDL142C,YDL142C,True
r_2559,YDL142C,YDL142C,True
r_2560,YDL142C,YDL142C,True
r_2561,YDL142C,YDL142C,True
r_2562,YDL142C,YDL142C,True
r_2563,YDL142C,YDL142C,True
r_2564,YDL142C,YDL142C,True
r_2565,YDL142C,YDL142C,True
r_2566,YDL142C,YDL142C,True
r_2567,YDL142C,YDL142C,True
r_2568,YDL142C,YDL142C,True
r_2569,YDL142C,YDL142C,True
r_2570,YDL142C,YDL142C,True
r_2571,YDL142C,YDL142C,True
r_2572,YDL142C,YDL142C,True
r_2573,YDL142C,YDL142C,True
r_2574,YDL142C,YDL142C,True
r_2575,YDL142C,YDL142C,True
r_2576,YDL142C,YDL142C,True
r_2577,YDL142C,YDL142C,True
r_2578,YDL142C,YDL142C,True
r_2579,YDL142C,YDL142C,True
r_2580,YDL142C,YDL142C,True
r_2581,YDL142C,YDL142C,True
r_2582,YDL142C,YDL142C,True
r_2583,YDL142C,YDL142C,True
r_2584,YGR110W,YGR110W,True
r_2585,YGR110W,YGR110W,True
r_2586,YGR110W,YGR110W,True
r_2587,YGR110W,YGR110W,True
r_2588,YGR110W,YGR110W,True
r_2589,YGR110W,YGR110W,True
r_2590,YGR110W,YGR110W,True
r_2591,YGR110W,YGR110W,True
r_2592,YGR110W,YGR110W,True
r_2593,YGR110W,YGR110W,True
r_2594,YGR110W,YGR110W,True
r_2595,YGR110W,YGR110W,True
r_2596,YGR110W,YGR110W,True
r_2597,YGR110W,YGR110W,True
r_2598,YGR110W,YGR110W,True
r_2599,YGR110W,YGR110W,True
r_2600,YGR110W,YGR110W,True
r_2601,YGR110W,YGR110W,True
r_2602,YGR110W,YGR110W,True
r_2603,YGR110W,YGR110W,True
r_2604,YGR110W,YGR110W,True
r_2605,YGR110W,YGR110W,True
r_2606,YGR110W,YGR110W,True
r_2607,YGR110W,YGR110W,True
r_2608,YGR110W,YGR110W,True
r_2609,YGR110W,YGR110W,True
r_2610,YGR110W,YGR110W,True
r_2611,YGR110W,YGR110W,True
r_2612,YGR110W,YGR110W,True
r_2613,YGR110W,YGR110W,True
r_2614,YGR110W,YGR110W,True
r_2615,YGR110W,YGR110W,True
r_2616,YGR110W,YGR110W,True
r_2617,YGR110W,YGR110W,True
r_2618,YGR110W,YGR110W,True
r_2619,YGR110W,YGR110W,True
r_2620,YPR140W,YPR140W,True
r_2621,YPR140W,YPR140W,True
r_2622,YPR140W,YPR140W,True
r_2623,YPR140W,YPR140W,True
r_2624,YPR140W,YPR140W,True
r_2625,YPR140W,YPR140W,True
r_2626,YPR140W,YPR140W,True
r_2627,YPR140W,YPR140W,True
r_2628,YPR140W,YPR140W,True
r_2629,YPR140W,YPR140W,True
r_2630,YPR140W,YPR140W,True
r_2631,YPR140W,YPR140W,True
r_2632,YPR140W,YPR140W,True
r_2633,YPR140W,YPR140W,True
r_2634,YPR140W,YPR140W,True
r_2635,YPR140W,YPR140W,True
r_2636,YPR140W,YPR140W,True
r_2637,YPR140W,YPR140W,True
r_2638,YPR140W,YPR140W,True
r_2639,YPR140W,YPR140W,True
r_2640,YPR140W,YPR140W,True
r_2641,YPR140W,YPR140W,True
r_2642,YPR140W,YPR140W,True
r_2643,YPR140W,YPR140W,True
r_2644,YPR140W,YPR140W,True
r_2645,YPR140W,YPR140W,True
r_2646,YPR140W,YPR140W,True
r_2647,YPR140W,YPR140W,True
r_2648,YPR140W,YPR140W,True
r_2649,YPR140W,YPR140W,True
r_2650,YPR140W,YPR140W,True
r_2651,YPR140W,YPR140W,True
r_2652,YPR140W,YPR140W,True
r_2653,YPR140W,YPR140W,True
r_2654,YPR140W,YPR140W,True
r_2655,YPR140W,YPR140W,True
r_2656,YPR140W,YPR140W,True
r_2657,YPR140W,YPR140W,True
r_2658,YPR140W,YPR140W,True
r_2659,YPR140W,YPR140W,True
r_2660,YPR140W,YPR140W,True
r_2661,YPR140W,YPR140W,True
r_2662,YPR140W,YPR140W,True
r_2663,YPR140W,YPR140W,True
r_2664,YPR140W,YPR140W,True
r_2665,YPR140W,YPR140W,True
r_2666,YPR140W,YPR140W,True
r_2667,YPR140W,YPR140W,True
r_2668,YPR140W,YPR140W,True
r_2669,YPR140W,YPR140W,True
r_2670,YPR140W,YPR140W,True
r_2671,YPR140W,YPR140W,True
r_2672,YPR140W,YPR140W,True
r_2673,YPR140W,YPR140W,True
r_2674,YPR140W,YPR140W,True
r_2675,YPR140W,YPR140W,True
r_2676,YPR140W,YPR140W,True
r_2677,YPR140W,YPR140W,True
r_2678,YPR140W,YPR140W,True
r_2679,YPR140W,YPR140W,True
r_2680,YPR140W,YPR140W,True
r_2681,YPR140W,YPR140W,True
r_2682,YPR140W,YPR140W,True
r_2683,YPR140W,YPR140W,True
r_2684,YPR140W,YPR140W,True
r_2685,YPR140W,YPR140W,True
r_2686,YPR140W,YPR140W,True
r_2687,YPR140W,YPR140W,True
r_2688,YPR140W,YPR140W,True
r_2689,YPR140W,YPR140W,True
r_2690,YPR140W,YPR140W,True
r_2691,YPR140W,YPR140W,True
r_2692,YPR140W,YPR140W,True
r_2693,YPR140W,YPR140W,True
r_2694,YPR140W,YPR140W,True
r_2695,YPR140W,YPR140W,True
r_2696,YPR140W,YPR140W,True
r_2697,YPR140W,YPR140W,True
r_2698,YPR140W,YPR140W,True
r_2699,YPR140W,YPR140W,True
r_2700,YPR140W,YPR140W,True
r_2701,YPR140W,YPR140W,True
r_2702,YPR140W,YPR140W,True
r_2703,YPR140W,YPR140W,True
r_2704,YPR140W,YPR140W,True
r_2705,YPR140W,YPR140W,True
r_2706,YPR140W,YPR140W,True
r_2707,YPR140W,YPR140W,True
r_2708,YPR140W,YPR140W,True
r_2709,YPR140W,YPR140W,True
r_2710,YPR140W,YPR140W,True
r_2711,YPR140W,YPR140W,True
r_2712,YPR140W,YPR140W,True
r_2713,YPR140W,YPR140W,True
r_2714,YPR140W,YPR140W,True
r_2715,YPR140W,YPR140W,True
r_2716,YPR140W,YPR140W,True
r_2717,YPR140W,YPR140W,True
r_2718,YPR140W,YPR140W,True
r_2719,YPR140W,YPR140W,True
r_2720,YPR140W,YPR140W,True
r_2721,YPR140W,YPR140W,True
r_2722,YPR140W,YPR140W,True
r_2723,YPR140W,YPR140W,True
r_2724,YPR140W,YPR140W,True
r_2725,YPR140W,YPR140W,True
r_2726,YPR140W,YPR140W,True
r_2727,YPR140W,YPR140W,True
r_2728,YPR140W,YPR140W,True
r_2729,YPR140W,YPR140W,True
r_2730,YPR140W,YPR140W,True
r_2731,YPR140W,YPR140W,True
r_2732,YPR140W,YPR140W,True
r_2733,YPR140W,YPR140W,True
r_2734,YPR140W,YPR140W,True
r_2735,YPR140W,YPR140W,True
r_2736,YPR140W,YPR140W,True
r_2737,YPR140W,YPR140W,True
r_2738,YPR140W,YPR140W,True
r_2739,YPR140W,YPR140W,True
r_2740,YPR140W,YPR140W,True
r_2741,YPR140W,YPR140W,True
r_2742,YPR140W,YPR140W,True
r_2743,YPR140W,YPR140W,True
r_2744,YPR140W,YPR140W,True
r_2745,YPR140W,YPR140W,True
r_2746,YPR140W,YPR140W,True
r_2747,YPR140W,YPR140W,True
r_2748,YPR140W,YPR140W,True
r_2749,YPR140W,YPR140W,True
r_2750,YPR140W,YPR140W,True
r_2751,YPR140W,YPR140W,True
r_2752,YPR140W,YPR140W,True
r_2753,YPR140W,YPR140W,True
r_2754,YPR140W,YPR140W,True
r_2755,YPR140W,YPR140W,True
r_2756,YPR140W,YPR140W,True
r_2757,YPR140W,YPR140W,True
r_2758,YPR140W,YPR140W,True
r_2759,YPR140W,YPR140W,True
r_2760,YPR140W,YPR140W,True
r_2761,YPR140W,YPR140W,True
r_2762,YPR140W,YPR140W,True
r_2763,YPR140W,YPR140W,True
r_2764,YPR140W,YPR140W,True
r_2765,YPR140W,YPR140W,True
r_2766,YPR140W,YPR140W,True
r_2767,YPR140W,YPR140W,True
r_2768,YPR140W,YPR140W,True
r_2769,YPR140W,YPR140W,True
r_2770,YPR140W,YPR140W,True
r_2771,YPR140W,YPR140W,True
r_2772,YPR140W,YPR140W,True
r_2773,YPR140W,YPR140W,True
r_2774,YPR140W,YPR140W,True
r_2775,YPR140W,YPR140W,True
r_2776,YPR140W,YPR140W,True
r_2777,YPR140W,YPR140W,True
r_2778,YPR140W,YPR140W,True
r_2779,YPR140W,YPR140W,True
r_2780,YPR140W,YPR140W,True
r_2781,YPR140W,YPR140W,True
r_2782,YPR140W,YPR140W,True
r_2783,YPR140W,YPR140W,True
r_2784,YPR140W,YPR140W,True
r_2785,YPR140W,YPR140W,True
r_2786,YPR140W,YPR140W,True
r_2787,YPR140W,YPR140W,True
r_2788,YPR140W,YPR140W,True
r_2789,YPR140W,YPR140W,True
r_2790,YPR140W,YPR140W,True
r_2791,YPR140W,YPR140W,True
r_2792,YPR140W,YPR140W,True
r_2793,YPR140W,YPR140W,True
r_2794,YPR140W,YPR140W,True
r_2795,YPR140W,YPR140W,True
r_2796,YPR140W,YPR140W,True
r_2797,YPR140W,YPR140W,True
r_2798,YPR140W,YPR140W,True
r_2799,YPR140W,YPR140W,True
r_2800,YPR140W,YPR140W,True
r_2801,YPR140W,YPR140W,True
r_2802,YPR140W,YPR140W,True
r_2803,YPR140W,YPR140W,True
r_2804,YPR140W,YPR140W,True
r_2805,YPR140W,YPR140W,True
r_2806,YPR140W,YPR140W,True
r_2807,YPR140W,YPR140W,True
r_2808,YPR140W,YPR140W,True
r_2809,YPR140W,YPR140W,True
r_2810,YPR140W,YPR140W,True
r_2811,YPR140W,YPR140W,True
r_2812,,,True
r_2813,,,True
r_2814,,,True
r_2815,,,True
r_2816,,,True
r_2817,,,True
r_2818,,,True
r_2819,,,True
r_2820,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2821,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2822,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2823,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2824,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2825,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2826,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2827,(YLR240W and YLR305C and YOR101W) or YJL100W,YJL100W or YLR305C,False
r_2828,YJL100W,YJL100W,True
r_2829,YJL100W,YJL100W,True
r_2830,YJL100W,YJL100W,True
r_2831,YJL100W,YJL100W,True
r_2832,YJL100W,YJL100W,True
r_2833,YJL100W,YJL100W,True
r_2834,YJL100W,YJL100W,True
r_2835,YJL100W,YJL100W,True
r_2836,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2837,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2838,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2839,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2840,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2841,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2842,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2843,YDR373W and YNL267W,YDR373W and YNL267W,True
r_2844,YNL267W,YNL267W,True
r_2845,YNL267W,YNL267W,True
r_2846,YNL267W,YNL267W,True
r_2847,YNL267W,YNL267W,True
r_2848,YNL267W,YNL267W,True
r_2849,YNL267W,YNL267W,True
r_2850,YNL267W,YNL267W,True
r_2851,YNL267W,YNL267W,True
r_2852,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2853,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2854,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2855,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2856,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2857,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2858,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2859,(YBR097W and YLR240W and YLR360W and YPL120W) or (YBR097W and YBR128C and YLR211C and YLR240W and YPL120W),(YBR097W and YLR240W) or (YBR097W and YLR240W and YPL120W and YLR360W) or (YBR097W and YLR240W and YBR128C and YPL120W and YLR211C),False
r_2860,YDR208W,YDR208W,True
r_2861,YDR208W,YDR208W,True
r_2862,YDR208W,YDR208W,True
r_2863,YDR208W,YDR208W,True
r_2864,YDR208W,YDR208W,True
r_2865,YDR208W,YDR208W,True
r_2866,YDR208W,YDR208W,True
r_2867,YDR208W,YDR208W,True
r_2868,YDR208W,YDR208W,True
r_2869,YDR208W,YDR208W,True
r_2870,YDR208W,YDR208W,True
r_2871,YDR208W,YDR208W,True
r_2872,YDR208W,YDR208W,True
r_2873,YDR208W,YDR208W,True
r_2874,YDR208W,YDR208W,True
r_2875,YDR208W,YDR208W,True
r_2876,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2877,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2878,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2879,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2880,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2881,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2882,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2883,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W,False
r_2884,YNR008W,YNR008W,True
r_2885,YNR008W,YNR008W,True
r_2886,YNR008W,YNR008W,True
